"Genotype";"Angle_Yr";"AUDPC_days_Yr";"AUDPC_GDD_Yr";"GDD50_Yr";"maxVar_Yr"
"G244";2.87477903488553;1221.21215211817;46365.7595335333;1294.57371472;69.7594946591513
"G245";2.56311236821887;1118.2954854515;41657.6172710641;1356.05204805333;61.4261613258179
"G246";2.21477903488553;1006.21215211817;39191.3580518162;1437.43371472;51.4261613258179
"G247";1.81144570155219;819.545485451501;30205.6781987872;1534.36538138667;39.7594946591512
"G248";1.69977903488553;745.378818784835;26540.6206876174;1517.87538138667;39.7594946591512
"G249";2.4014457015522;1085.37881878483;38620.5123101138;1425.22871472;56.4261613258179
"G250";1.28477903488553;605.378818784835;24183.5035704747;1590.23538138667;29.7594946591512
"G251";2.19477903488553;1009.5454854515;38391.872837618;1506.43871472;51.4261613258179
"G252";2.59977903488553;1042.87881878483;39592.1514693357;1365.03204805334;63.0928279924846
"G253";2.49477903488553;1035.37881878483;39234.420592941;1363.98871472;59.7594946591512
"G254";2.00811236821886;863.712152118168;32010.8155678145;1550.45204805334;48.0928279924846
"G255";2.3914457015522;1010.37881878483;31893.8573687764;1451.68204805334;58.0928279924846
"G256";2.07144570155219;844.545485451502;29707.4440086721;1512.01871472;49.7594946591512
"G257";2.4964457015522;1065.37881878483;38616.4428700507;1426.54371472;59.7594946591512
"G258";1.5714457015522;696.628818784835;26334.7741505548;1573.98538138667;36.4261613258179
"G259";2.56977903488553;1074.5454854515;36088.8528151131;1379.39204805334;61.4261613258179
"G260";1.60977903488553;663.295485451502;23845.1651644116;1577.23538138667;38.0928279924846
"G261";0.152415588896443;86.272612373117;3712.82461935561;1633.59484712317;3.08213011360607
"G262";0.216415588896443;93.7726123731172;3636.84753868954;1692.09484712317;4.88213011360608
"G263";-0.195805977934616;-109.843122167979;1263.59161262504;1655.9192908069;-5.3153396625021
"G264";-0.112831447671641;11.6932281772527;3490.0556060546;1637.29807207977;-3.61075801127312
"G265";0.497090342807422;126.159955119717;4296.91371508972;1635.56374444931;11.9135855076492
"G266";0.0815283056916274;50.6046617027322;2737.52412524827;1640.79249902745;1.38651115948973
"G267";1.00477903488553;461.378818784835;16518.2093467953;1639.30871472;23.0928279924846
"G268";0.704779034885529;223.295485451501;11110.6673617342;1679.93371472;16.4261613258179
"G269";0.3150715412956;147.864789261241;5263.4864419859;1679.75342667655;7.29691181997784
"G270";0.241445701552194;60.3788187848345;3431.62726691383;1663.68371472;5.59282799248454
"G271";0.586641952382604;246.650609740991;8186.64822327354;1607.09010095217;13.9300735275391
"G272";-0.131134578389769;-58.3633830521934;2259.6728716076;1651.51268423504;-3.61789420437441
"G273";0.360765163725968;145.631936896585;6486.86376603853;1639.39335227128;8.11218846956173
"G274";0.756807388449722;354.437458409874;13121.1236785378;1562.20467716306;16.8536562402329
"G275";0.348765163725968;158.731936896584;4967.08617710419;1678.39335227128;8.11218846956175
"G276";0.225523197309958;80.9119718860823;3763.87363146407;1714.01481629588;5.47711291415937
"G277";0.321765106398993;174.729969635448;2694.40121653222;1636.46692509215;3.50802464372018
"G278";1.0964457015522;501.212152118168;16366.7933558514;1590.23538138667;24.7594946591512
"G279";1.33644570155219;581.628818784835;19581.3528129167;1598.56871472;31.4261613258179
